NML_ENT GBIF_Chr00005414,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Holopyga,liliputana,,Linsenmaier 1999,Holotype,"Linsenmaier W. 1999. Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae). Entomofauna, Supplement 10: 281 pp."
NML_ENT GBIF_Chr00005490,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Chamaeholopyga,rubrinigra,,Linsenmaier 1999,Holotype,"Linsenmaier W. 1999. Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae). Entomofauna, Supplement 10: 281 pp."
NML_ENT GBIF_Chr00005488,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,Chamaeholopyga,parvicornis,,Linsenmaier 1987,Holotype,"Linsenmaier W. 1987. der Familie Chrysididae. (Hymenoptera). 4. Teil. Mitteilungen der Schweizerischen Entomologischen Gesellschaft, 60: 133-158."
NML_ENT GBIF_Chr00005493,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Holopyga,,tenuitarsis,,Linsenmaier 1969,Holotype,"Linsenmaier W. 1969. The chrysidid wasp of Palestine (Hym., Chrysididae). A faunistic catalog with description of new species and forms. Israel Journal of Entomology, VI: 343-376."
NML_ENT GBIF_Chr00008113,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,Hedychridium,luteipenne,,Linsenmaier 1968,Holotype,"Linsenmaier W. 1968. Revision der Familie Chrysididae (Hymenoptera). Zweiter Nachtrag. Mitteilungen der Schweizerischen Entomologischen Gesellschaft, Lausanne, Band 41, Heft 1,2,3 u 4: 1-144."
NML_ENT GBIF_Chr00008122,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,Hedychridium,rectianale,,Linsenmaier 1999,Holotype,"Linsenmaier W. 1999. Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae). Entomofauna, Supplement 10: 281 pp."
NML_ENT GBIF_Chr00008240,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,Hedychridium,hauseri,,Linsenmaier 1999,Holotype,"Linsenmaier W. 1999. Die Goldwespen Nordafrikas (Hymenoptera, Chrysididae). Entomofauna, Supplement 10: 281 pp."
NML_ENT GBIF_Chr00008241,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,Hedychridium,rubrum,,Linsenmaier 1968,Holotype,"Linsenmaier W. 1968. Revision der Familie Chrysididae (Hymenoptera). Zweiter Nachtrag. Mitteilungen der Schweizerischen Entomologischen Gesellschaft, Lausanne, Band 41, Heft 1,2,3 u 4: 1-144."
NML_ENT GBIF_Chr00046446,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,,goloensis,,Strumia 2012,Holotype,"Strumia, F. (2012) To the knowledge of Hedychridium Abeille de Perrin, 1879 (Hymenoptera: Chrysididae) of Mediterranean Region, with description of new species and new synonymy. Zootaxa 3548, 65–68."
NML_ENT GBIF_Chr00008465,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,Hedychridium,projucundum,,Linsenmaier 1959a,Holotype,Linsenmaier W. 1959a. Revision der Familie Chrysididae (Hymenoptera) mit besonderer Berücksichtigung der europäischen Spezies 32(1): 1-232. 
NML_ENT GBIF_Chr00008571,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,Hedychridium,bytinskii,,Linsenmaier 1959a,Holotype,Linsenmaier W. 1959a. Revision der Familie Chrysididae (Hymenoptera) mit besonderer Berücksichtigung der europäischen Spezies 32(1): 1-232. 
NML_ENT GBIF_Chr00008621,Hymenoptera,Chrysididae,Chrysidinae,Elampini,Hedychridium,Hedychridium,reticulatum,hyalitarse,Perraudin 1978,Holotype,"Perraudin W. 1978. Essai de monographie des Chrysidides de Corse. (Hyménoptères). Bulletin de la Société de Sciences Naturelles de Corse, 626: 53-67."
